Invoice Number, Batch Number,Vendor Name, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,80,85.42,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,81,82.02,FUEL,11/12/18,,Operational Policy,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,82,81.38,FUEL,11/12/18,,Command Units,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,83,79.17,FUEL,11/12/18,,Command Units,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,84,78.58,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,85,57.46,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,86,52.34,FUEL,11/12/18,,Fire Engineering & Specialist Fire Safety,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,87,51.82,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,88,50.84,FUEL,11/12/18,,Command Units,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,89,50.44,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,90,50.25,FUEL,11/12/18,,Community Safety,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,91,36.66,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,92,26.61,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,93,24.11,FUEL,11/12/18,,Technical and Service Support,Vehicle Management
I10488417,071118K,HALL FUELS,1,"3,318.30",FUEL,11/12/18,"3,318.30",Fire Stations (North West),Vehicle Management
I10505617,061118K,HALL FUELS,1,"3,240.00",FUEL,11/12/18,"3,278.86",Fire Stations (North West),Vehicle Management
I10505617,061118K,HALL FUELS,2,38.86,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
INV-1581,071118K,GREEN ENERGY PARTNERS LTD,1,"4,000.00",PROFESSIONAL SERVICES,11/12/18,"4,000.00",Technical and Service Support,Consultancy
INV00188825,142462,DAYS CONTRACT HIRE,1,343.42,LEASE CAR CHARGES,11/12/18,317.31,Procurement,Vehicle Management
INV00188825,142462,DAYS CONTRACT HIRE,2,-26.11,VAT CAR LEASING,11/12/18,,Finance Services,Vehicle Management
INV00190413,142462,DAYS CONTRACT HIRE,1,"3,395.15",LEASE CAR CHARGES,11/12/18,"3,121.92",Procurement,Vehicle Management
INV00190413,142462,DAYS CONTRACT HIRE,2,-273.23,VAT CAR LEASING,11/12/18,,Finance Services,Vehicle Management
INV00191095,142444,DAYS CONTRACT HIRE,1,"3,514.29",LEASE CAR CHARGES,11/12/18,"3,239.33",Procurement,Vehicle Management
INV00191095,142444,DAYS CONTRACT HIRE,2,-274.96,VAT CAR LEASING,11/12/18,,Finance Services,Vehicle Management
INV00191242/3/5,261018K,DAYS CONTRACT HIRE,1,"1,160.41",CONTRACT HIRE,11/12/18,"1,160.41",Challenge Team,Vehicle Management
INV02047617,301018V,SOFTCAT LIMITED,1,"75,082.56",ACQUISITIONS,11/12/18,"75,090.06",Information and Communication Technology,ICT
INV02047617,301018V,SOFTCAT LIMITED,2,7.50,ADDITIONAL PURCHASE COSTS,11/12/18,,Information and Communication Technology,Facilities & Management Services
LFBE008,071118K,ABBEY SOLUTIONS INTERNATIONAL,1,"5,833.57",GENERAL,11/12/18,"5,833.57",Central Finance,Consultancy
MCE390,071118V,B NOKES CONTRACTS LTD,1,"9,724.75",REACTIVE SMALL WORKS AND PROJ,11/12/18,"9,724.75",Technical and Service Support,Works - Construction
MCE411,071118V,B NOKES CONTRACTS LTD,1,"6,299.50",REACTIVE SMALL WORKS AND PROJ,11/12/18,"6,299.50",Technical and Service Support,Works - Construction
MCE412,071118K,B NOKES CONTRACTS LTD,1,"1,362.50",REACTIVE SMALL WORKS AND PROJ,11/12/18,"1,362.50",Technical and Service Support,Works - Construction
MCE413,071118V,B NOKES CONTRACTS LTD,1,"9,587.00",REACTIVE SMALL WORKS AND PROJ,11/12/18,"9,587.00",Technical and Service Support,Works - Construction
OP/M504591,301018V,SPECIALIST COMPUTER CENTRE,1,"5,183.20",HARDWARE DESKTOP,11/12/18,"5,190.90",Information and Communication Technology,ICT
OP/M504591,301018V,SPECIALIST COMPUTER CENTRE,2,7.70,ADDITIONAL PURCHASE COSTS,11/12/18,,Information and Communication Technology,Facilities & Management Services
OP/M505519,021118K,SPECIALIST COMPUTER CENTRE,1,"3,039.05",ACQUISITIONS,11/12/18,"3,204.40",Information and Communication Technology,ICT
OP/M505519,021118K,SPECIALIST COMPUTER CENTRE,2,165.35,ACQUISITIONS,11/12/18,,Information and Communication Technology,ICT
P50678,800121924,BYWATERS LTD,1,270.20,REACTIVE REFUSE COLLECTION,11/12/18,270.20,Technical and Service Support,Environmental Services
S-018504,241018V,HUNTER LODGE,1,"23,000.00",FILM & VIDEO,11/12/18,"23,000.00",Information and Communication Technology,Facilities & Management Services
SI0000009289,071118K,"TOYE, KENNING & SPENCER LTD",1,440.50,UNIFORMS - POMS,11/12/18,440.50,Procurement,Clothing
SI042604,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042606,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042608,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042609,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042610,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042613,261018K,SES WATER,1,"1,387.62",CURRENT HYDRANT COSTS,11/12/18,"1,387.62",Procurement,Works - Construction
SI042614,261018K,SES WATER,1,342.54,CURRENT HYDRANT COSTS,11/12/18,342.54,Procurement,Works - Construction
SI042618,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042619,261018K,SES WATER,1,"1,387.62",CURRENT HYDRANT COSTS,11/12/18,"1,387.62",Procurement,Works - Construction
SI042620,261018K,SES WATER,1,"1,387.62",CURRENT HYDRANT COSTS,11/12/18,"1,387.62",Procurement,Works - Construction
SI042621,261018K,SES WATER,1,"1,387.62",CURRENT HYDRANT COSTS,11/12/18,"1,387.62",Procurement,Works - Construction
SI042623,261018K,SES WATER,1,"1,387.62",CURRENT HYDRANT COSTS,11/12/18,"1,387.62",Procurement,Works - Construction
SI042624,261018K,SES WATER,1,281.75,CURRENT HYDRANT COSTS,11/12/18,281.75,Procurement,Works - Construction
SI042625,261018K,SES WATER,1,281.75,CURRENT HYDRANT COSTS,11/12/18,281.75,Procurement,Works - Construction
SI042626,261018K,SES WATER,1,281.75,CURRENT HYDRANT COSTS,11/12/18,281.75,Procurement,Works - Construction
SI042627,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042629,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042630,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042633,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042635,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042642,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SI042643,261018K,SES WATER,1,"1,152.00",CURRENT HYDRANT COSTS,11/12/18,"1,152.00",Procurement,Works - Construction
SIN361632,061118K,NATIONWIDE WINDSCREEN SERVICES,1,469.69,WINDSCREEN & TYRE CHARGES,11/12/18,469.69,Procurement,Vehicle Management
0000018414,121118K,PROMETHEUS MEDICAL LIMITED,1,643.50,GENERAL CONSUMABLES,11/15/18,643.50,Procurement,Emergency Services
0000147678,091118K,GOVNET COMMUNICATIONS,1,395.00,PROFESSIONAL DEVELOPMENT,11/15/18,395.00,Training and Professional Development,Human Resources
0004916,051118K,THE DOCUMENT WAREHOUSE UK LTD,1,"1,197.50",DATA SERVICES,11/15/18,"2,970.77",Information and Communication Technology,ICT
0004916,051118K,THE DOCUMENT WAREHOUSE UK LTD,2,779.03,DATA SERVICES,11/15/18,,Information and Communication Technology,ICT
0004916,051118K,THE DOCUMENT WAREHOUSE UK LTD,3,994.24,GENERAL,11/15/18,,Information and Communication Technology,Consultancy
1003735655-4,800122131,COMPASS GROUP LTD,1,426.07,CATERING EQUIP SL,11/15/18,426.07,Technical and Service Support,Catering
1003977,800121533,HAYS SPECIALIST RECRUITMENT,1,764.12,FRS STAFF AGENCY,11/15/18,764.12,Health and Safety,Human Resources
1003978,800121561,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/15/18,602.70,Management Support,Human Resources
1003979,800121577,HAYS SPECIALIST RECRUITMENT,1,295.68,FRS STAFF AGENCY,11/15/18,295.68,Fire Engineering & Specialist Fire Safety,Human Resources
1003980,800121605,HAYS SPECIALIST RECRUITMENT,1,"1,059.59",FRS STAFF AGENCY,11/15/18,"1,059.59",Grenfell Investigation Team,Human Resources
1003981,800121599,HAYS SPECIALIST RECRUITMENT,1,602.82,FRS STAFF AGENCY,11/15/18,602.82,Management Support,Human Resources
1003982,800121569,HAYS SPECIALIST RECRUITMENT,1,"1,414.11",FRS STAFF AGENCY,11/15/18,"1,414.11",CPO Delivery,Human Resources
1003983,800121545,HAYS SPECIALIST RECRUITMENT,1,739.20,FRS STAFF AGENCY,11/15/18,739.20,People Services,Human Resources
1003985,800121541,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/15/18,602.70,Technical and Service Support,Human Resources
1003986,800121554,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/15/18,602.70,Technical and Service Support,Human Resources
1003987,800121597,HAYS SPECIALIST RECRUITMENT,1,354.80,FRS STAFF AGENCY,11/15/18,354.80,Grenfell Investigation Team,Human Resources
1003988,800121540,HAYS SPECIALIST RECRUITMENT,1,"1,300.90",FRS STAFF AGENCY,11/15/18,"1,300.90",Operational Resilience,Human Resources
1003989,800121529,HAYS SPECIALIST RECRUITMENT,1,878.85,FRS STAFF AGENCY,11/15/18,878.85,Information and Communication Technology,Human Resources
1003990,800121579,HAYS SPECIALIST RECRUITMENT,1,496.44,FRS STAFF AGENCY,11/15/18,496.44,Fire Stations (North West),Human Resources
1003992,800121523,HAYS SPECIALIST RECRUITMENT,1,598.39,FRS STAFF AGENCY,11/15/18,598.39,Finance Services,Human Resources
1003993,800121609,HAYS SPECIALIST RECRUITMENT,1,845.86,FRS STAFF AGENCY,11/15/18,845.86,Grenfell Investigation Legal Costs,Human Resources
1003994,800121530,HAYS SPECIALIST RECRUITMENT,1,"1,017.66",FRS STAFF AGENCY,11/15/18,"1,017.66",Training and Professional Development,Human Resources
1003995,800121601,HAYS SPECIALIST RECRUITMENT,1,962.15,FRS STAFF AGENCY,11/15/18,962.15,CPO Community Risk Programme,Human Resources
1003997,800121524,HAYS SPECIALIST RECRUITMENT,1,295.68,FRS STAFF AGENCY,11/15/18,295.68,Training and Professional Development,Human Resources
1003998,800121608,HAYS SPECIALIST RECRUITMENT,1,620.55,FRS STAFF AGENCY,11/15/18,620.55,Fire Stations (South West),Human Resources
1003999,800121527,HAYS SPECIALIST RECRUITMENT,1,585.42,FRS STAFF AGENCY,11/15/18,585.42,Community Safety,Human Resources
1004001,800121602,HAYS SPECIALIST RECRUITMENT,1,496.44,FRS STAFF AGENCY,11/15/18,496.44,Management Support,Human Resources
1004002,800121596,HAYS SPECIALIST RECRUITMENT,1,482.16,FRS STAFF AGENCY,11/15/18,482.16,Management Support,Human Resources
1004003,800121589,HAYS SPECIALIST RECRUITMENT,1,852.80,FRS STAFF AGENCY,11/15/18,852.80,Corporate Management Team,Human Resources
1004004,800121592,HAYS SPECIALIST RECRUITMENT,1,973.20,FRS STAFF AGENCY,11/15/18,973.20,General Counsel,Human Resources
1004005,800121546,HAYS SPECIALIST RECRUITMENT,1,383.89,FRS STAFF AGENCY,11/15/18,383.89,Fire Stations (North West),Human Resources
1004006,800121562,HAYS SPECIALIST RECRUITMENT,1,620.90,FRS STAFF AGENCY,11/15/18,620.90,CPO Delivery,Human Resources
1004007,800121585,HAYS SPECIALIST RECRUITMENT,1,874.30,FRS STAFF AGENCY,11/15/18,874.30,People Services,Human Resources
1004008,800121598,HAYS SPECIALIST RECRUITMENT,1,764.12,FRS STAFF AGENCY,11/15/18,764.12,People Services,Human Resources
1004011,800121600,HAYS SPECIALIST RECRUITMENT,1,739.20,FRS STAFF AGENCY,11/15/18,739.20,People Services,Human Resources
1004012,800121556,HAYS SPECIALIST RECRUITMENT,1,620.90,FRS STAFF AGENCY,11/15/18,620.90,Service Improvement,Human Resources
1004013,800121525,HAYS SPECIALIST RECRUITMENT,1,620.55,FRS STAFF AGENCY,11/15/18,620.55,Information and Communication Technology,Human Resources
1004014,800121532,HAYS SPECIALIST RECRUITMENT,1,620.90,FRS STAFF AGENCY,11/15/18,620.90,Technical and Service Support,Human Resources
1004015,800121521,HAYS SPECIALIST RECRUITMENT,1,377.16,FRS STAFF AGENCY,11/15/18,377.16,Information and Communication Technology,Human Resources
1004016,800121555,HAYS SPECIALIST RECRUITMENT,1,644.35,FRS STAFF AGENCY,11/15/18,644.35,Information and Communication Technology,Human Resources
1004017,800121580,HAYS SPECIALIST RECRUITMENT,1,576.87,FRS STAFF AGENCY,11/15/18,576.87,Management Support,Human Resources
1004018,800121539,HAYS SPECIALIST RECRUITMENT,1,883.76,FRS STAFF AGENCY,11/15/18,883.76,Grenfell Investigation Legal Costs,Human Resources
1004019,800121574,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/15/18,602.70,Management Support,Human Resources
1004020,800121544,HAYS SPECIALIST RECRUITMENT,1,747.90,FRS STAFF AGENCY,11/15/18,747.90,General Counsel,Human Resources
1004022,800121575,HAYS SPECIALIST RECRUITMENT,1,620.55,FRS STAFF AGENCY,11/15/18,620.55,Management Support,Human Resources
1004023,800121604,HAYS SPECIALIST RECRUITMENT,1,"1,635.60",FRS STAFF AGENCY,11/15/18,"1,635.60",Information and Communication Technology,Human Resources
1004024,800121550,HAYS SPECIALIST RECRUITMENT,1,312.50,FRS STAFF AGENCY,11/15/18,312.50,Grenfell Investigation Team,Human Resources
1004025,800121559,HAYS SPECIALIST RECRUITMENT,1,530.04,FRS STAFF AGENCY,11/15/18,530.04,General Counsel,Human Resources
1004026,800121526,HAYS SPECIALIST RECRUITMENT,1,482.16,FRS STAFF AGENCY,11/15/18,482.16,Management Support,Human Resources
1004027,800121566,HAYS SPECIALIST RECRUITMENT,1,807.90,FRS STAFF AGENCY,11/15/18,807.90,CPO Delivery,Human Resources
1004028,800121547,HAYS SPECIALIST RECRUITMENT,1,620.90,FRS STAFF AGENCY,11/15/18,620.90,People Services,Human Resources
1004029,800121551,HAYS SPECIALIST RECRUITMENT,1,858.55,FRS STAFF AGENCY,11/15/18,858.55,Service Improvement,Human Resources
1004030,800121535,HAYS SPECIALIST RECRUITMENT,1,874.30,FRS STAFF AGENCY,11/15/18,874.30,Information and Communication Technology,Human Resources
1004031,800121534,HAYS SPECIALIST RECRUITMENT,1,712.40,FRS STAFF AGENCY,11/15/18,712.40,Operational Policy,Human Resources
1004032,800121549,HAYS SPECIALIST RECRUITMENT,1,300.91,FRS STAFF AGENCY,11/15/18,300.91,Communications,Human Resources
1004033,800121582,HAYS SPECIALIST RECRUITMENT,1,704.55,FRS STAFF AGENCY,11/15/18,704.55,Communications,Human Resources
1004034,800121594,HAYS SPECIALIST RECRUITMENT,1,962.14,FRS STAFF AGENCY,11/15/18,962.14,CPO People Programme,Human Resources
1004035,800121537,HAYS SPECIALIST RECRUITMENT,1,620.91,FRS STAFF AGENCY,11/15/18,620.91,Procurement,Human Resources
1004036,800121578,HAYS SPECIALIST RECRUITMENT,1,858.55,FRS STAFF AGENCY,11/15/18,858.55,Grenfell Investigation Legal Costs,Human Resources
1004037,800121606,HAYS SPECIALIST RECRUITMENT,1,"1,635.60",FRS STAFF AGENCY,11/15/18,"1,635.60",Information and Communication Technology,Human Resources
1004038,800121595,HAYS SPECIALIST RECRUITMENT,1,"1,093.75",FRS STAFF AGENCY,11/15/18,"1,093.75",Grenfell Investigation Team,Human Resources
1004039,800121567,HAYS SPECIALIST RECRUITMENT,1,295.68,FRS STAFF AGENCY,11/15/18,295.68,Training and Professional Development,Human Resources
1004040,800121557,HAYS SPECIALIST RECRUITMENT,1,927.50,FRS STAFF AGENCY,11/15/18,927.50,Procurement,Human Resources
1004041,800121538,HAYS SPECIALIST RECRUITMENT,1,529.50,FRS STAFF AGENCY,11/15/18,529.50,Service Improvement,Human Resources
1004042,800121568,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/15/18,602.70,People Services,Human Resources
1004043,800121586,HAYS SPECIALIST RECRUITMENT,1,"1,040.72",FRS STAFF AGENCY,11/15/18,"1,040.72",Operational Resilience,Human Resources
1004044,800121542,HAYS SPECIALIST RECRUITMENT,1,878.85,FRS STAFF AGENCY,11/15/18,878.85,Information and Communication Technology,Human Resources
1004045,800121573,HAYS SPECIALIST RECRUITMENT,1,440.96,FRS STAFF AGENCY,11/15/18,440.96,Control and Mobilising,Human Resources
1004046,800121553,HAYS SPECIALIST RECRUITMENT,1,558.50,FRS STAFF AGENCY,11/15/18,558.50,Management Support,Human Resources
1004047,800121548,HAYS SPECIALIST RECRUITMENT,1,"1,040.72",FRS STAFF AGENCY,11/15/18,"1,040.72",Operational Resilience,Human Resources
1004048,800121558,HAYS SPECIALIST RECRUITMENT,1,"1,154.25",FRS STAFF AGENCY,11/15/18,"1,154.25",Procurement,Human Resources
1004050,800121584,HAYS SPECIALIST RECRUITMENT,1,926.80,FRS STAFF AGENCY,11/15/18,926.80,People Services,Human Resources
1004054,800121522,HAYS SPECIALIST RECRUITMENT,1,574.56,FRS STAFF AGENCY,11/15/18,574.56,People Services,Human Resources
1004056,800121587,HAYS SPECIALIST RECRUITMENT,1,630.35,FRS STAFF AGENCY,11/15/18,630.35,Procurement,Human Resources
1004058,800121570,HAYS SPECIALIST RECRUITMENT,1,"1,099.60",FRS STAFF AGENCY,11/15/18,"1,099.60",Technical and Service Support,Human Resources
1004059,800121591,HAYS SPECIALIST RECRUITMENT,1,"1,040.72",FRS STAFF AGENCY,11/15/18,"1,040.72",Operational Resilience,Human Resources
1004061,800121588,HAYS SPECIALIST RECRUITMENT,1,853.65,FRS STAFF AGENCY,11/15/18,853.65,Information and Communication Technology,Human Resources
1004063,800121528,HAYS SPECIALIST RECRUITMENT,1,"1,093.75",FRS STAFF AGENCY,11/15/18,"1,093.75",Grenfell Investigation Team,Human Resources
1004064,800121565,HAYS SPECIALIST RECRUITMENT,1,620.55,FRS STAFF AGENCY,11/15/18,620.55,Fire Stations (South West),Human Resources
1004065,800121571,HAYS SPECIALIST RECRUITMENT,1,351.40,FRS STAFF AGENCY,11/15/18,351.40,Information and Communication Technology,Human Resources
1004067,800121576,HAYS SPECIALIST RECRUITMENT,1,987.04,FRS STAFF AGENCY,11/15/18,987.04,People Services,Human Resources
1004068,800121583,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/15/18,602.70,Finance Services,Human Resources
1004069,800121531,HAYS SPECIALIST RECRUITMENT,1,883.74,FRS STAFF AGENCY,11/15/18,883.74,Grenfell Investigation Legal Costs,Human Resources
1004070,800121581,HAYS SPECIALIST RECRUITMENT,1,494.20,FRS STAFF AGENCY,11/15/18,494.20,Management Support,Human Resources
1004072,800121520,HAYS SPECIALIST RECRUITMENT,1,496.44,FRS STAFF AGENCY,11/15/18,496.44,Management Support,Human Resources
1004075,800121500,HAYS SPECIALIST RECRUITMENT,1,482.16,FRS STAFF AGENCY,11/15/18,482.16,Management Support,Human Resources
1004076,800121514,HAYS SPECIALIST RECRUITMENT,1,443.52,FRS STAFF AGENCY,11/15/18,443.52,Fire Engineering & Specialist Fire Safety,Human Resources
1004077,800121497,HAYS SPECIALIST RECRUITMENT,1,"1,414.11",FRS STAFF AGENCY,11/15/18,"1,414.11",CPO Delivery,Human Resources
1004078,800121513,HAYS SPECIALIST RECRUITMENT,1,739.20,FRS STAFF AGENCY,11/15/18,739.20,People Services,Human Resources
1004079,800121490,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/15/18,602.70,Technical and Service Support,Human Resources
1004080,800121515,HAYS SPECIALIST RECRUITMENT,1,496.44,FRS STAFF AGENCY,11/15/18,496.44,Information and Communication Technology,Human Resources
