Vendor Name, Batch Number,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department
PRESSURE COOLERS LTD==========,061114C,557289,61,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,62,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,63,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,64,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,65,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,66,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,67,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,68,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,69,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,70,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,71,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,72,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,73,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,74,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,75,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,76,8.25,OFFICE EQUIPMENT,13/11/2014,,CBRN RRT
PRESSURE COOLERS LTD==========,061114C,557289,77,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,78,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,79,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,80,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,81,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,82,8,OFFICE EQUIPMENT,13/11/2014,,Information and Communication Technology
PRESSURE COOLERS LTD==========,061114C,557289,83,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,84,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,85,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,86,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,87,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,88,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,89,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,90,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,91,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,92,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,93,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,94,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,95,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,96,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,97,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,98,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,99,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,100,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,101,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,102,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,103,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,104,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,105,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,106,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,107,8.25,RADIO,13/11/2014,,Information and Communication Technology
PRESSURE COOLERS LTD==========,061114C,557289,108,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,109,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,110,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,111,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,112,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,113,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,114,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,115,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,116,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,117,8,CATERING EQUIPMENT,13/11/2014,,HR Excluding Secondments
PRESSURE COOLERS LTD==========,061114C,557289,118,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,119,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,120,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,121,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,122,8.25,STATIONERY CONSUMABLES,13/11/2014,,Mobilising
PRESSURE COOLERS LTD==========,061114C,557289,123,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,124,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,125,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,126,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,127,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,128,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,129,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,130,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,131,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,132,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,133,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,134,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,135,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,136,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,137,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,138,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,139,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,140,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,141,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,142,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,143,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,144,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,145,8.25,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Command Units
PRESSURE COOLERS LTD==========,061114C,557289,146,8.25,CATERING EQUIPMENT,13/11/2014,,Community Safety Delivery
*GREENHAM TRADING LTD=========,800053394,5657102,1,18.6,HYGIENE,03/11/2014,258.93,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,2,55.92,OPERATIONAL EQUIP-PURCHASE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,3,5.2,CATERING EQUIPMENT,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,4,3.2,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,5,1.98,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,6,17.7,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,7,22.08,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,8,9.08,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,9,6.03,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,10,2.85,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,11,14.68,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,12,2.76,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,13,33.99,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,14,21.62,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,15,21.62,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800053394,5657102,16,21.62,HYGIENE,03/11/2014,,Operations Fire Stations
*GREENHAM TRADING LTD=========,800054768,5661553,1,54.05,HYGIENE,13/11/2014,326.68,Technical And Service Support
*GREENHAM TRADING LTD=========,800054768,5661553,2,54.05,HYGIENE,13/11/2014,,Technical And Service Support
*GREENHAM TRADING LTD=========,800054768,5661553,3,24,HYGIENE,13/11/2014,,Technical And Service Support
*GREENHAM TRADING LTD=========,800054768,5661553,4,97.29,HYGIENE,13/11/2014,,Technical And Service Support
*GREENHAM TRADING LTD=========,800054768,5661553,5,97.29,HYGIENE,13/11/2014,,Technical And Service Support
CORE SURVEYSLTD===============,191114C,5869,1,"1,081.50",DEVELOPMENT  EXPENSES-CONTRACT,24/11/2014,"1,081.50",Technical and Service Support
CORE SURVEYSLTD===============,191114C,5877,1,272,ASBESTOS,24/11/2014,272,Technical and Service Support
URS SCOTT WILSON LIMITED,141114C,6026784,1,"4,274.51",PROF FEES-MISCELLANEOUS,20/11/2014,"4,274.51",Technical and Service Support
GVA GRIMLEY===================,140870,6040472341,1,"3,103.60",RENTS,20/11/2014,"3,103.60",Technical And Service Support
URS SCOTT WILSON LIMITED,141114C,6043669,1,"5,954.82",PROF FEES-MISCELLANEOUS,20/11/2014,"5,954.82",Technical and Service Support
URS SCOTT WILSON LIMITED,141114C,6055715,1,"5,320.00",PROF FEES-MISCELLANEOUS,20/11/2014,"5,320.00",Technical and Service Support
RICARDO-AEA LTD,101114G,6157323,1,"1,391.66",PROFESSIONAL DEVELOPMENT,20/11/2014,"1,391.66",Operational Procedures
THAMES WATER UTILITIES LTD====,140856,61749-31112^,1,261.76,WATER & SEWERAGE RATES,06/11/2014,261.76,Technical And Service Support
PREMIER HOSE TECHNOLOGIES LTD=,061114E,623234,1,596,OPERATIONAL EQUIP-PURCHASE,13/11/2014,610.5,Technical And Service Support
PREMIER HOSE TECHNOLOGIES LTD=,061114E,623234,2,14.5,OPERATIONAL EQUIP-PURCHASE,13/11/2014,,Technical And Service Support
JUD STONE,101114G,624,1,800,CONSULTANTS,13/11/2014,800,HR Excluding Secondments
AFFINITY WATER,140861,63110231J,1,563.12,WATER & SEWERAGE RATES,13/11/2014,563.12,Technical And Service Support
DISCLOSURE SCOTLAND===========,051114C,637564,1,525,CRB CHECKS,13/11/2014,525,HR Excluding Secondments
THAMES WATER UTILITIES LTD====,140861,6395955189X,1,365.88,WATER & SEWERAGE RATES,13/11/2014,365.88,Technical And Service Support
SOUTHWARK COUNCIL,140870,6436645,1,"82,730.14",PROPERTY RATES,20/11/2014,"82,730.14",Technical And Service Support
GAS & AIR SERVICES (UK)=======,131114E,6514,1,337.42,HYGIENE,20/11/2014,659.6,Technical And Service Support
GAS & AIR SERVICES (UK)=======,131114E,6514,2,302.18,HYGIENE,20/11/2014,,Technical And Service Support
GAS & AIR SERVICES (UK)=======,131114E,6514,3,20,HYGIENE,20/11/2014,,Technical And Service Support
GAS & AIR SERVICES (UK)=======,171114C,6523,1,"1,321.42",REPAIR & MAINTENANCE,20/11/2014,"1,321.42",Technical And Service Support
TRY & LILLY LTD===============,311014C,65268,1,238.35,UNIFORMS - POMS,06/11/2014,"1,191.75",Procurement
TRY & LILLY LTD===============,311014C,65268,2,238.35,UNIFORMS - POMS,06/11/2014,,Procurement
TRY & LILLY LTD===============,311014C,65268,3,238.35,UNIFORMS - POMS,06/11/2014,,Procurement
TRY & LILLY LTD===============,311014C,65268,4,238.35,UNIFORMS - POMS,06/11/2014,,Procurement
TRY & LILLY LTD===============,311014C,65268,5,238.35,UNIFORMS - POMS,06/11/2014,,Procurement
TRY & LILLY LTD===============,101114G,65410,1,189.75,UNIFORMS - POMS,13/11/2014,308.11,Procurement
TRY & LILLY LTD===============,101114G,65410,2,118.36,UNIFORMS - POMS,13/11/2014,,Procurement
DISCLOSURE SCOTLAND===========,171114C,665786,1,"1,450.00",CRB CHECKS,20/11/2014,"1,450.00",HR Excluding Secondments
MOORE STEPHENS CONSULTING LTD=,051114C,673598,1,"30,750.00",PURCHASES-COMPUTER/EQUIPMENT,13/11/2014,"30,750.00",Information and Communication Technology
MOORE STEPHENS CONSULTING LTD=,051114C,673601,1,"39,175.40",MAINTENANCE & SUPPORT,13/11/2014,"39,175.40",Information and Communication Technology
DISCLOSURE SCOTLAND===========,171114C,679830,1,"1,350.00",CRB CHECKS,20/11/2014,"1,350.00",HR Excluding Secondments
THAMES WATER UTILITIES LTD====,140850,68834-98179H,1,381.03,WATER & SEWERAGE RATES,03/11/2014,381.03,Technical And Service Support
THOMPSONS SOLICITORS==========,140871,6902,1,"46,722.00",CLAIMANT COSTS AGREED,19/11/2014,"46,722.00",Legal & Democratic Services
H V SIER LTD==================,191114C,7/I44419,1,294.24,STATIONERY CONSUMABLES,24/11/2014,294.24,Communications
SWEETT  UK LTD,141114C,7033948,1,500,STRATEGIC (NON CYCLICAL),20/11/2014,500,Technical and Service Support
SWEETT  UK LTD,051114C,7042502,1,"6,797.55",PROF FEES-MISCELLANEOUS,13/11/2014,"6,797.55",Technical and Service Support
SWEETT  UK LTD,191114C,7045689,1,750,STRATEGIC (NON CYCLICAL),24/11/2014,750,Technical and Service Support
SWEETT  UK LTD,191114C,7045690,1,"2,280.00",STRATEGIC (NON CYCLICAL),24/11/2014,"2,280.00",Technical and Service Support
SWEETT  UK LTD,191114C,7045698,1,"2,280.00",STRATEGIC (NON CYCLICAL),24/11/2014,"2,280.00",Technical and Service Support
SWEETT  UK LTD,191114C,7045700,1,"2,880.00",PROF FEES-MISCELLANEOUS,24/11/2014,"2,880.00",Technical and Service Support
SWEETT  UK LTD,141114C,7045701,1,"5,680.00",PROF FEES-MISCELLANEOUS,20/11/2014,"5,680.00",Technical and Service Support
SWEETT  UK LTD,191114C,7045702,1,"2,471.84",PROF FEES-MISCELLANEOUS,24/11/2014,"2,471.84",Technical and Service Support
SWEETT  UK LTD,191114C,7045908,1,"3,975.00",PROF FEES-MISCELLANEOUS,24/11/2014,"3,975.00",Technical and Service Support
THE HAY GROUP MANAGEMENT LTD==,101114G,705-1825,1,"7,350.00",CONSULTANTS,13/11/2014,"9,499.95",HR Excluding Secondments
THE HAY GROUP MANAGEMENT LTD==,101114G,705-1825,2,"2,149.95",CONSULTANTS,13/11/2014,,HR Excluding Secondments
THAMES WATER UTILITIES LTD====,140861,72169-70523J,1,454.51,WATER & SEWERAGE RATES,13/11/2014,454.51,Technical And Service Support
DEFENCE BUSINESS SERVICES,140859,7381815,1,"31,230.00",HIRE OF FACILITIES,10/11/2014,"31,230.00",Business Continuity
*SP SERVICES,041114E,746555,1,360,PURCHASES-FURNITURE,10/11/2014,360,Technical and Service Support
CANON (UK) LTD===============,171114C,770492665,1,225.06,OFFICE EQUIPMENT,20/11/2014,"1,125.30",Regulatory Fire Safety
CANON (UK) LTD===============,171114C,770492665,2,225.06,OFFICE EQUIPMENT,20/11/2014,,Operations Non Fire Stations
CANON (UK) LTD===============,171114C,770492665,3,225.06,OFFICE EQUIPMENT,20/11/2014,,Community Safety Delivery
CANON (UK) LTD===============,171114C,770492665,4,225.06,OFFICE EQUIPMENT,20/11/2014,,Operations Fire Stations
CANON (UK) LTD===============,171114C,770492665,5,225.06,OFFICE EQUIPMENT,20/11/2014,,Operations Non Fire Stations
ARQIVA NO 2 LIMITED===========,121114C,7728856,1,"2,346.18",RADIO,17/11/2014,"2,346.18",Information and Communication Technology
ARQIVA NO 2 LIMITED===========,131114E,7730341,1,"5,003.83",RADIO,20/11/2014,"5,003.83",Information and Communication Technology
ARQIVA NO 2 LIMITED===========,131114E,7730739,1,"1,564.13",DAY TO DAY MINOR IMPS,20/11/2014,"1,564.13",Property PFI
TWO SERVICES LTD==============,281014C,79108,1,60,CATERING EQUIPMENT,03/11/2014,254.19,Operations Fire Stations
TWO SERVICES LTD==============,281014C,79108,2,194.19,CATERING EQUIPMENT,03/11/2014,,Operations Fire Stations
TWO SERVICES LTD==============,311014C,79120,1,458.88,TACTICAL DAY TO DAY,06/11/2014,458.88,Technical And Service Support
TWO SERVICES LTD==============,311014C,79162,1,582.35,TACTICAL DAY TO DAY,06/11/2014,582.35,Technical And Service Support
TWO SERVICES LTD==============,041114E,79229,1,681.5,CATERING EQUIPMENT,10/11/2014,681.5,Operations Fire Stations
TWO SERVICES LTD==============,111114E,79230,1,713,CATERING EQUIPMENT,17/11/2014,713,Operations Fire Stations
TWO SERVICES LTD==============,201114E,79499,1,435.22,TACTICAL DAY TO DAY,27/11/2014,435.22,Technical And Service Support
SHARPE PRITCHARD==============,191114C,79892,1,345,CONSULTANTS,24/11/2014,345,Control & Mobilising Services
THAMES WATER UTILITIES LTD====,140870,80111-25203K,1,512.68,WATER & SEWERAGE RATES,20/11/2014,512.68,Technical And Service Support
