,,,,,,,,,,,,,,,,,,,,,,,,,,
Ref No,Contract Title,Department,Team Name,Contract Owner,CPS allocated to,Term Contract,OJEU,Awarded,Has ext option,Expired,Service Type,Budget Implications,Actual Cost,Est Cost ,Cost variance,Duration  (months),Extended,Ext post contract,Auth to tender,Framework agreement,Initial start date,Initial end date,Ext start date,Ext end date,Actual exp date,Contracts awarded to
5463,Interim Fleet and Operational Equipment Items Management and Maintenance Contract,Procurement,Leavers,Emma Rice,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 18,000,000","£ 18,000,000",£ 0,18,No,Yes,Committee Decision,,13/11/2012,13/05/2014,,13/11/2014,13/11/2014, Babcock Critical Services Limited
5462,Renewal of front and rear appliance bay doors,Technical and Service Support,Property Project Delivery,John Bridger,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 108,780","£ 120,000","(£ 11,220)",1,No,No,Delegated Authority,,25/02/2013,25/03/2013,,,25/03/2013, Arkas Ltd
5461,Emergency Fire Crew Capability Services and Emergency Call Handling Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 3,129,022","£ 3,129,022",£ 0,24,No,No,Committee Decision,,13/11/2012,12/11/2014,,,13/11/2014, Securitas Security Services Ltd
5460,Flood Rectification Works,Technical and Service Support,Property Operations Management,Lloyd Bentley,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 242,166","£ 236,707","£ 5,459",2,No,No,Delegated Authority,,21/02/2013,23/04/2013,,,23/04/2013, Ream Contract Ltd
5459,TREND Upgrade - Phase III,Technical and Service Support,Property Operations Management,Lloyd Bentley,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 323,090","£ 292,427","£ 30,663",2,No,No,Delegated Authority,,15/03/2013,13/05/2013,,,13/05/2013, ACL Electrical Ltd
5458,Provision of Insurance  Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Not allocated,,Yes,Yes,Yes,No,Goods/Service,Expenditure,£ 0,£ 0,£ 0,60,Yes,No,Committee Decision,,01/07/2013,30/06/2016,30/06/2016,30/06/2018,, Risk Management Partners Ltd
5456,Electrical Rewire Works  ,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 86,776","£ 70,000","£ 16,776",3,No,No,Delegated Authority,,07/01/2013,01/04/2013,,,01/04/2013, Lindfield Electrical Services
5454,Provision and Installation of new frontal appliance bay doors,Technical and Service Support,Property Project Delivery,John Bridger,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 65,825","£ 75,000","(£ 9,175)",1,No,No,Delegated Authority,,21/01/2013,15/02/2013,,,15/02/2013, Jewers Specialist Doors Ltd
5453,Renewal of front and rear appliance bay doors,Technical and Service Support,Property Project Delivery,John Bridger,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 41,130","£ 60,000","(£ 18,870)",1,No,No,Delegated Authority,,07/01/2013,25/01/2013,,,25/01/2013, Jewers Specialist Doors Ltd
5452,Evaluation of HFSVs,Fire Safety (Statutory and Community),Leavers,Catherine Levin,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 17,918","£ 20,000","(£ 2,082)",5,No,No,Head of Procurement approval for single tender action,,25/10/2012,14/03/2013,,,14/03/2013, Cordis Bright Ltd
5451,Heating Upgrade Works,Technical and Service Support,Property Operations Management,Lloyd Bentley,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 272,126","£ 252,671","£ 19,455",4,No,No,Delegated Authority,,24/01/2013,09/05/2013,,,09/05/2013, Ream Contract Ltd
5450,Window & Door Replacement ,Technical and Service Support,Leavers,Peter Stanning,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 61,549","£ 67,045","(£ 5,496)",2,No,No,Delegated Authority,,01/03/2013,15/04/2013,,,15/04/2013, Euro Windows 
5449,Heating Upgrade Works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 140,311","£ 143,670","(£ 3,359)",2,No,No,Delegated Authority,,21/01/2013,29/03/2013,,,29/03/2013, Argent FM Ltd
5447,Consultancy for Market Testing of Property,Technical and Service Support,Property Strategic Planning,Marguerite Cameron,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 20,000","£ 20,000",£ 0,2,No,No,Head of Procurement approval for single tender action,,24/09/2012,24/11/2012,,,24/11/2012, PKF (UK) LLP
5446,Heating Upgrade Works,Technical and Service Support,Leavers,Peter Stanning,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 232,513","£ 203,431","£ 29,082",4,No,No,Delegated Authority,,10/01/2013,09/05/2013,,,09/05/2013, Bennett Mechanical Services
5445,ISC Yard Enhancement,Technical and Service Support,Agency Leavers,L GRIMWOOD,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 423,988","£ 500,000","(£ 76,012)",6,No,No,Committee Decision,,29/10/2012,15/04/2013,,,15/04/2013, Walker Construction (UK) Ltd
5444,Written schemes of examination for high pressure air systems,Technical and Service Support,Protective Equipment Group,Geoffrey Avis,Janet Finn,No,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 20,400","£ 45,000","(£ 24,600)",36,Yes,No,Budget Holder Approval,,01/01/2013,31/12/2015,31/12/2015,31/12/2017,, Gas & Air Services UK
5443,Consultancy for Market Testing of Property,Technical and Service Support,Property Strategic Planning,Marguerite Cameron,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 31,050","£ 31,050",£ 0,3,No,No,Budget Holder Approval,,01/08/2012,31/10/2012,,,31/10/2012, Corporate Property Advisers Ltd
5442,Fire Safety Works,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 33,843","£ 46,000","(£ 12,157)",2,No,No,Delegated Authority,,14/12/2012,13/02/2013,,,13/02/2013, Morrissey Electrical & Building Ltd
5441,Electrical Rewire Works  ,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 90,560","£ 140,000","(£ 49,440)",3,No,No,Delegated Authority,,07/01/2013,01/04/2013,,,01/04/2013, C Beaumont Ltd
5440,Fire Safety Works,Technical and Service Support,Property Project Delivery,Gillian Hazlett,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 36,069","£ 27,000","£ 9,069",2,No,No,Delegated Authority,,22/02/2013,05/04/2013,,,05/04/2013, LG Bland Electrical Ltd.
5439,Audi Visual Services to World rescue Challenge,Communications,Ex temps (SPL ADMIN ONLY),Liz O'Hare,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 47,083","£ 25,000","£ 22,083",1,No,No,Budget Holder Approval,,25/09/2012,20/10/2012,,,20/10/2012, CVS International
5437,Maintenance of Bay Floor,Technical and Service Support,Property Project Delivery,Gillian Hazlett,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 40,685","£ 146,931","(£ 106,246)",1,No,No,Delegated Authority,,19/11/2012,14/12/2012,,,14/12/2012, Richco Ltd
5436,Laundry & Dry Cleaning,Procurement,Contracts Management Group,Sandra Headlam,Anouska Herman,Yes,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 450,000","£ 450,000",£ 0,48,Yes,No,Budget Holder Approval,,01/02/2013,31/01/2017,31/01/2017,31/01/2018,, Sunlight (now Berendsen)
5434,Removal of asbestos based material,Technical and Service Support,Property Operations Management,Lloyd Bentley,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 11,050","£ 6,000","£ 5,050",1,No,No,Delegated Authority,,21/11/2012,03/12/2012,,,03/12/2012, ARCS Environmental Services Ltd
5433,Guardian / Caretaker Services,Technical and Service Support,Agency Leavers,John Grey,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 94,180","£ 60,000","£ 34,180",6,No,No,Budget Holder Approval,,01/10/2012,31/03/2013,,,31/03/2013, Vigilance Properties Ltd
5432,(GPS) Govt Office Supplies Contract (IT Consumables),Procurement,Corporate Procurement Services,Gillian Maxwell,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,30,No,No,Budget Holder Approval,GPS,01/02/2012,31/07/2014,,,31/07/2014, XMA Ltd
5431,Replacement of Ground Floor Heating Boiler,Technical and Service Support,Property Project Delivery,Vincent Bagatta,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 15,000","£ 20,000","(£ 5,000)",3,No,No,Delegated Authority,,24/09/2012,20/12/2012,,,20/12/2012, Purdy Contractors Ltd
5430,Heating Replacement,Technical and Service Support,Property Project Delivery,Gillian Hazlett,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 148,550","£ 172,904","(£ 24,354)",5,No,No,Delegated Authority,,22/10/2012,29/03/2013,,,29/03/2013, Bennett Mechanical Services
5429,Lift Maintenance ,Technical and Service Support,Property Project Delivery,John Bridger,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 29,760","£ 90,000","(£ 60,240)",12,Yes,Yes,Delegated Authority,,01/09/2012,31/08/2013,01/08/2016,30/06/2017,, Jackson Lift Services Ltd
5428,Provision of Catering Services,Technical and Service Support,Property Strategic Planning,John Grey,Not allocated,,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 200,000","£ 600,000","(£ 400,000)",36,Yes,No,Committee Decision,,01/04/2013,31/03/2016,01/04/2016,31/03/2017,31/03/2017, OCS Group UK Ltd
5426,Provision of Consultancy Services in support to the Intranet Development Project,Human Resources Management,Leavers,Susan Quain,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 9,200","£ 9,200",£ 0,2,No,No,Budget Holder Approval,,27/07/2012,30/09/2012,,,30/09/2012, Intranet Focus Ltd
5425,Replacement of Roofs & Windows,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 465,197","£ 457,911","£ 7,286",5,No,No,Delegated Authority,,05/11/2012,05/04/2013,,,05/04/2013, Gee Construction Ltd
5423,Provision of leadership development workshops,Human Resources Management,HR Operations,Mary-Anne Oates,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 7,800","£ 7,800",£ 0,7,No,No,Head of Procurement approval for single tender action,,19/07/2012,01/02/2013,,,01/02/2013, Mark Slaski Limited
5422,Occupational Health,Human Resources Management,Employment Relations,David Amis,Not allocated,,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 3,600,000","£ 3,600,000",£ 0,36,Yes,No,Committee Decision,,01/04/2013,31/03/2016,01/04/2016,04/03/2018,, Healthcare Management Ltd
5421,provision of women's blouses,Procurement,Corporate Procurement Services,Gillian Maxwell,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 8,000","£ 19,995","(£ 11,995)",36,No,No,Head of Procurement approval for single tender action,,01/08/2012,31/07/2015,,,31/07/2015, WM sudgens
5419,Trend Upgrade - Phase 2,Technical and Service Support,Leavers,Peter Stanning,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 115,626","£ 84,201","£ 31,425",4,No,No,Delegated Authority,,01/09/2012,31/12/2012,,,31/12/2012, ACL Electrical Ltd
5418,Supply of batteries,Procurement,Leavers,Janet Finn,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 100,000","£ 100,000",£ 0,24,No,No,Budget Holder Approval,,25/02/2013,24/02/2015,,,24/02/2015, H-Squared Electronics Ltd
5417,Programme of Responsible Procurement Support Activities 2012-2013,Procurement,Commissioner & Directors,Susan Budden,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 40,000","£ 40,000",£ 0,12,No,No,Budget Holder Approval,,20/04/2012,19/04/2013,,,19/04/2013, SLA btwn CRPT and LFB
5416,Redecoration  Framework South/Small/Medium Sites,Technical and Service Support,Property Strategic Planning,Francis Daly,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 240,000","£ 240,000",£ 0,24,No,No,Delegated Authority,LFB,01/09/2012,31/08/2014,,,31/08/2014," George Jones (Contractors) Ltd, PJ Harte (Decorating Contractors) Ltd, Architectural Decorators Ltd., Corbett & Sons Ltd"
5415,Redecoration  Framework North/Small/Medium Sites,Technical and Service Support,Property Strategic Planning,Francis Daly,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 395,000","£ 395,000",£ 0,24,No,No,Delegated Authority,LFB,01/09/2012,31/08/2014,,,31/08/2014," Smith & O'Sullivan Ltd, Corbett & Sons Ltd., PJ Harte (Decorating Contractors) Ltd"
5414,Station Based Workwear,Procurement,Corporate Procurement Services,Gillian Maxwell,Not allocated,,Yes,Yes,Yes,No,Goods/Service,Expenditure,£ 0,£ 0,£ 0,36,Yes,No,Committee Decision,,01/07/2013,30/06/2016,01/07/2016,30/06/2018,," Hunter Apparel&#x0D;
Burlington Uniforms "
5413,Strategic options appraisal for LFEPA's community safety work with young people,Deputy Commissioner & Support,Leavers,Rita Dexter,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 14,000","£ 14,000",£ 0,1,No,No,Head of Procurement approval for single tender action,,20/08/2012,20/09/2012,,,20/09/2012," Drummond MacFarlane Ltd (Prime), Baxi Partnership Ltd (Sub)"
5412,Redecoration Framework - South Large Medium Sites,Technical and Service Support,Property Strategic Planning,Francis Daly,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 450,000","£ 450,000",£ 0,24,No,No,Delegated Authority,LFB,01/09/2012,31/08/2014,,,31/08/2014," Collins (Contractors) Ltd, Architectural Decorators Ltd., George Jones (Contractors) Ltd"
5411,Redecoration Framework - North/ Large Medium Sites,Technical and Service Support,Property Strategic Planning,Francis Daly,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 395,000","£ 395,000",£ 0,24,No,No,Delegated Authority,LFB,01/09/2012,31/08/2014,,,31/08/2014," Smith & O'Sullivan Ltd, Collins (Contractors) Ltd, Architectural Decorators Ltd., Corbett & Sons Ltd."
5410,RPE replacement components and associated Draeger Safety products,Technical and Service Support,Protective Equipment Group,Geoffrey Avis,Not allocated,,No,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 750,000","£ 750,000",£ 0,36,Yes,Yes,Head of Procurement approval for single tender action,,01/09/2012,31/08/2015,31/08/2015,29/02/2016,29/02/2016, Draeger Safety UK Limited
5408,Rectification of Defects,Technical and Service Support,Leavers,Peter Stanning,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 20,000","£ 20,000",£ 0,2,No,No,Delegated Authority,,07/09/2012,06/11/2012,,,06/11/2012, ITT and contract d/w by URS
5407,Demolition Works,Technical and Service Support,Leavers,Carlos Monsalve Pereira,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 50,147","£ 177,000","(£ 126,853)",3,No,No,Delegated Authority,,19/06/2012,30/08/2012,,,30/08/2012, Erith Contractors Ltd
5406,Provision of Exhibition build at ExCel London for the UK Rescue Challenge,Communications,Ex temps (SPL ADMIN ONLY),Liz O'Hare,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 25,000","£ 25,000",£ 0,6,No,No,Head of Procurement approval for single tender action,,14/05/2012,21/10/2012,,,21/10/2012, Melville Exhibition and Event Services Ltd
5405,Fire Safety Works,Technical and Service Support,Leavers,Peter Stanning,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 34,923","£ 50,353","(£ 15,430)",1,No,No,Delegated Authority,,06/08/2012,07/09/2012,,,07/09/2012, Diamond Build plc
5404,Fire Safety Works,Technical and Service Support,Agency Leavers,L GRIMWOOD,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 42,272","£ 76,000","(£ 33,728)",4,No,No,Delegated Authority,,02/10/2012,01/02/2013,,,01/02/2013, W&L Installations Ltd
5403,DAR - Transcription Services,Fire Safety (Statutory and Community),FSR Management Group,Andrew Jack,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,6,No,No,Budget Holder Approval,,06/02/2012,05/08/2012,,,05/08/2012, Merrill Legal solutions
5402,Provision of Mail Room Equipment,Information and Communications Technology ,Business Intelligence,Lynne Sheard,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 30,000","£ 30,000",£ 0,60,No,No,Budget Holder Approval,ESPO,01/05/2012,30/04/2017,,,30/04/2017, Pitney Bowes
5401,Provision of Catering Services,Technical and Service Support,Agency Leavers,John Grey,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 80,000","£ 80,000",£ 0,12,No,No,Head of Procurement approval for single tender action,,01/04/2012,31/03/2013,,,31/03/2013, Principal Catering Consultants Ltd
5400,High Volume Pump Ancillary Equipment,Operational Policy,Leavers,Martin Gayton,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 20,000","£ 20,000",£ 0,1,No,No,Head of Procurement approval for single tender action,,21/03/2012,20/04/2012,,,20/04/2012, Babcock Critical Services Limited
5399,CSU Minor Alterations,Technical and Service Support,Leavers,Carlos Monsalve Pereira,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 46,379","£ 76,000","(£ 29,621)",1,No,No,Delegated Authority,,02/05/2012,01/06/2012,,,01/06/2012, SW Bruce & Co Ltd
5398,Multi Functional Devices,Procurement,Leavers,Keith Cook,Hitesh Mistry,Yes,No,Yes,No,No,Goods/Service,Expenditure,"£ 115,000","£ 490,000","(£ 375,000)",36,Yes,Yes,Committee Decision,"CCS - RM3781 - Multifunctional Devices, Managed Print and Content Services and Records and Information Management",01/08/2012,31/07/2016,01/08/2016,31/07/2017,, Canon UK Ltd
5397,Stationery,Procurement,Agency Leavers,V HONEY,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,30,No,No,Budget Holder Approval,GPS,01/02/2012,31/07/2014,,,31/07/2014, Banner Business Services Ltd
5396,Energy - Gas & Electric,Technical and Service Support,Property Operations Management,Grace Lukumoi,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,18,No,No,Budget Holder Approval,Buying Solutions,01/04/2012,30/09/2013,,,30/09/2013," British Gas Business, EDF Energy, Corona Energy (for Gas)"
5390,Provision of Stand-by  bags,Procurement,Corporate Procurement Services,Gillian Maxwell,Dean Kinsella,No,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 180,000","£ 180,000",£ 0,48,Yes,No,Budget Holder Approval,,15/12/2012,14/12/2016,14/12/2016,14/12/2018,, Business Image Ltd
5389,Provision of Crew and Watch Manager Situational Judgement Tests,Human Resources Management,HR Operations,Mary-Anne Oates,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 41,150","£ 34,000","£ 7,150",6,No,No,Head of Procurement approval for single tender action,,19/03/2012,18/09/2012,,,18/09/2012, SHL Group Ltd
5388,Leadership Programme- design and delivery of workshops,Operational Resilience and Training Directorate,Lee Green Green Watch,Darren Smith,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 135,000","£ 135,000",£ 0,17,No,No,Head of Procurement approval for single tender action,,01/08/2011,31/12/2012,,,31/12/2012, Nationwide Training Limited
5386,Provision of Real Fire Training,Operational Resilience and Training Directorate,Special Operations Group,Paul Kavanagh,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 24,000","£ 24,000",£ 0,2,No,No,Head of Procurement approval for single tender action,,07/02/2012,31/03/2012,,,31/03/2012, Gatwick Fire
