 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,proclass,proclass
800118849,THOMAS KNEALE & CO LTD,TK123606,87,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,88,0.99,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,89,4.98,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,90,6.94,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,91,2.96,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,92,3.47,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,93,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,94,0.99,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,95,3.47,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,96,1.48,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,97,3.47,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,98,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,99,2.84,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,100,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,101,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,102,1.48,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,103,3.47,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,104,2.59,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,105,2.84,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,106,1.48,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,107,3.47,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,108,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,109,3.47,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,110,1.48,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,111,6.94,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,112,3.47,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,113,1.48,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,114,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,115,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,116,3.47,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,117,1.48,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,118,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,119,0.99,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,120,1.48,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,121,3.47,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North West),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,122,10.89,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (North East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,123,2.59,BEDS & SOFT FURNISHINGS,17/09/18,,Fire Stations (South East),Furniture & Soft Furnishings,Furniture
800118849,THOMAS KNEALE & CO LTD,TK123606,124,4.98,BEDS & SOFT FURNISHINGS,17/09/18,,Command Units,Furniture & Soft Furnishings,Furniture
902908,LONDON PENSIONS FUND AUTHORITY,PENSION AUG 18,2,"431,935.09",PENSION PAST SERVICE COSTS,19/09/18,"431,935.09",Central Finance,Financial Services,Financial Services
100918G,NORTHERN DIVER (INTERNATIONAL),0000192532,1,80.00,OPERATIONAL EQUIP-PURCHASE,20/09/18,422.50,Technical and Service Support,Fire & Rescue,Fire & Rescue
100918G,NORTHERN DIVER (INTERNATIONAL),0000192532,2,155.00,OPERATIONAL EQUIP-PURCHASE,20/09/18,,Technical and Service Support,Fire & Rescue,Fire & Rescue
100918G,NORTHERN DIVER (INTERNATIONAL),0000192532,3,80.00,OPERATIONAL EQUIP-PURCHASE,20/09/18,,Technical and Service Support,Fire & Rescue,Fire & Rescue
100918G,NORTHERN DIVER (INTERNATIONAL),0000192532,4,100.00,OPERATIONAL EQUIP-PURCHASE,20/09/18,,Technical and Service Support,Fire & Rescue,Fire & Rescue
100918G,NORTHERN DIVER (INTERNATIONAL),0000192532,5,7.50,OPERATIONAL EQUIP-PURCHASE,20/09/18,,Technical and Service Support,Fire & Rescue,Fire & Rescue
120918K,ORC INTERNATIONAL,006740,1,"4,856.67",GENERAL,20/09/18,"4,856.67",Operational Policy,Consultancy,Consultancy
060918K,ORC INTERNATIONAL,006750,1,"5,666.67",GENERAL,20/09/18,"5,666.67",Strategy & Risk,Consultancy,Consultancy
800118830,COMPASS GROUP LTD,1003735630-6,1,263.20,REFRESHMENTS,20/09/18,263.20,Community Safety,Catering,Catering
800118831,COMPASS GROUP LTD,1003735630-7,1,286.80,REFRESHMENTS,20/09/18,286.80,Health and Safety,Catering,Catering
142408,PA CONSULTING SERVICES LTD,10124658,1,"54,040.00",UFWT LEASE CARS,20/09/18,"54,040.00",Grenfell Investigation Legal Costs,Vehicle Management,Consultancy
140918G,TWO SERVICES LTD,101368,1,786.50,CATERING EQUIPMENT,20/09/18,786.50,Fire Stations (North East),Catering,Catering
130918G,TWO SERVICES LTD,101900,1,786.50,CATERING EQUIPMENT,20/09/18,786.50,Fire Stations (South East),Catering,Catering
130918G,FIREANGEL SAFETY TECHNOLOGY LD,1120689,1,840.00,FIRE DETECTORS,20/09/18,840.00,Fire Stations (South East),Health and Safety,Health & Safety
140918G,MERLIN ELECTRICAL SERVICES LTD,11220,1,915.19,REACTIVE SMALL WORKS AND PROJ,20/09/18,915.19,Technical and Service Support,Works - Construction,Facilities & Management S
130918V,OPERATIONAL RESEARCH IN HEALTH,119D/LFB2/3I,1,"8,223.80",CONSULTANTS,20/09/18,"8,223.80",Information and Communication Technology,Consultancy,Consultancy
170918V,SILVERSANDS LIMITED,126883,1,"5,000.00",SOFTWARE COTS,20/09/18,"5,000.00",Information and Communication Technology,ICT,ICT
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,1,345.59,GAS,20/09/18,"6,047.08",Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,2,23.90,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,3,127.63,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,4,264.54,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,5,182.37,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,6,64.78,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,7,578.49,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,8,204.65,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,9,57.02,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,10,168.02,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,11,309.52,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,12,172.10,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,13,124.82,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,14,164.34,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,15,102.72,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,16,431.74,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,17,464.24,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,18,354.30,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,19,38.44,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,20,141.75,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,21,385.95,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,22,58.64,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,23,50.51,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,24,37.34,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,25,17.90,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,26,50.83,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,27,27.28,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,28,12.40,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,29,15.92,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,30,50.54,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,31,90.61,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,32,301.99,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,33,30.07,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142402,CORONA ENERGY RETAIL 4 LTD,1333608181,34,596.14,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,1,209.41,GAS,20/09/18,"6,846.88",Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,2,371.59,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,3,198.95,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,4,303.74,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,5,71.89,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,6,195.12,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,7,319.94,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,8,36.71,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,9,356.82,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,10,77.63,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,11,127.48,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,12,147.69,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,13,50.72,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,14,219.33,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,15,346.11,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,16,25.24,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,17,33.69,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,18,227.21,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,19,493.24,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,20,93.23,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,21,47.18,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,22,393.47,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,23,206.40,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,24,63.02,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,25,142.01,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,26,765.56,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,27,56.26,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,28,250.36,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,29,187.31,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,30,108.21,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,31,186.57,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,32,230.66,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142403,CORONA ENERGY RETAIL 4 LTD,1333608182,33,304.13,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,1,64.31,GAS,20/09/18,"8,136.68",Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,2,205.65,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,3,166.06,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,4,140.55,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,5,217.41,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,6,259.91,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,7,246.56,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,8,302.55,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,9,262.00,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,10,186.37,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,11,55.31,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,12,302.39,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,13,51.46,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,14,150.58,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,15,826.04,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,16,124.93,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,17,69.32,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,18,126.84,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,19,431.10,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,20,175.20,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,21,370.70,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,22,"1,535.68",GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,23,154.34,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,24,415.91,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,25,190.34,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,26,112.91,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,27,281.30,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,28,59.65,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,29,89.24,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,30,79.48,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,31,256.05,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
142404,CORONA ENERGY RETAIL 4 LTD,1333608183,32,165.21,GAS,20/09/18,,Technical and Service Support,Utilities,Utilities
