 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
800057331,ADECCO UK LIMITED=============,26982873,1,"1,281.25",FRS STAFF AGENCY,22/01/2015,"1,281.25",Information and Communication Technology,Human Resources
800057587,ADECCO UK LIMITED=============,26982880,1,"1,334.99",FRS STAFF AGENCY,22/01/2015,"1,334.99",Legal & Democratic Services,Human Resources
800057346,ADECCO UK LIMITED=============,26986651,1,427.04,FRS STAFF AGENCY,22/01/2015,427.04,Regulatory Fire Safety,Human Resources
800057347,ADECCO UK LIMITED=============,26986652,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,Regulatory Fire Safety,Human Resources
800057353,ADECCO UK LIMITED=============,26986655,1,351.68,FRS STAFF AGENCY,22/01/2015,351.68,Technical And Service Support,Human Resources
800057355,ADECCO UK LIMITED=============,26986659,1,973.14,FRS STAFF AGENCY,22/01/2015,973.14,Review of Property Services,Human Resources
800057356,ADECCO UK LIMITED=============,26986660,1,356.8,FRS STAFF AGENCY,22/01/2015,356.8,Regulatory Fire Safety,Human Resources
800057360,ADECCO UK LIMITED=============,26986664,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,Regulatory Fire Safety,Human Resources
800057361,ADECCO UK LIMITED=============,26986665,1,"1,445.40",FRS STAFF AGENCY,22/01/2015,"1,445.40",National Operational Guidance Project,Human Resources
800057362,ADECCO UK LIMITED=============,26986666,1,"1,207.64",FRS STAFF AGENCY,22/01/2015,"1,207.64",Legal & Democratic Services,Human Resources
800057364,ADECCO UK LIMITED=============,26986667,1,615.48,FRS STAFF AGENCY,22/01/2015,615.48,Operational Directorates Support Group,Human Resources
800057365,ADECCO UK LIMITED=============,26986668,1,893.2,FRS STAFF AGENCY,22/01/2015,893.2,Vehicle & Equipment Programme,Human Resources
800057366,ADECCO UK LIMITED=============,26986669,1,893.2,FRS STAFF AGENCY,22/01/2015,893.2,Vehicle & Equipment Programme,Human Resources
800057367,ADECCO UK LIMITED=============,26986670,1,499.52,FRS STAFF AGENCY,22/01/2015,499.52,Operational Directorates Support Group,Human Resources
800057368,ADECCO UK LIMITED=============,26986671,1,"1,270.34",FRS STAFF AGENCY,22/01/2015,"1,270.34",Corporate Management Secretariat,Human Resources
800057370,ADECCO UK LIMITED=============,26986673,1,"1,076.80",FRS STAFF AGENCY,22/01/2015,"1,076.80",Technical And Service Support,Human Resources
800057377,ADECCO UK LIMITED=============,26986680,1,499.52,FRS STAFF AGENCY,22/01/2015,499.52,Regulatory Fire Safety,Human Resources
800057363,ADECCO UK LIMITED=============,26986683,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,Technical And Service Support,Human Resources
800057391,ADECCO UK LIMITED=============,26990288,1,540.12,FRS STAFF AGENCY,22/01/2015,540.12,Information and Communication Technology,Human Resources
800057392,ADECCO UK LIMITED=============,26990289,1,540.12,FRS STAFF AGENCY,22/01/2015,540.12,Information and Communication Technology,Human Resources
800057393,ADECCO UK LIMITED=============,26990290,1,540.12,FRS STAFF AGENCY,22/01/2015,540.12,Information and Communication Technology,Human Resources
800057399,ADECCO UK LIMITED=============,26990297,1,515.13,FRS STAFF AGENCY,22/01/2015,515.13,Information and Communication Technology,Human Resources
800057380,ADECCO UK LIMITED=============,26990298,1,443.8,FRS STAFF AGENCY,22/01/2015,443.8,Information and Communication Technology,Human Resources
800057381,ADECCO UK LIMITED=============,26990299,1,523.05,FRS STAFF AGENCY,22/01/2015,523.05,Information and Communication Technology,Human Resources
800057382,ADECCO UK LIMITED=============,26990300,1,396.25,FRS STAFF AGENCY,22/01/2015,396.25,Information and Communication Technology,Human Resources
800057383,ADECCO UK LIMITED=============,26990301,1,"1,650.00",FRS STAFF AGENCY,22/01/2015,"1,650.00",Information and Communication Technology,Human Resources
800057384,ADECCO UK LIMITED=============,26990302,1,"1,650.00",FRS STAFF AGENCY,22/01/2015,"1,650.00",Information and Communication Technology,Human Resources
800057385,ADECCO UK LIMITED=============,26990303,1,"1,320.00",FRS STAFF AGENCY,22/01/2015,"1,320.00",Information and Communication Technology,Human Resources
800057386,ADECCO UK LIMITED=============,26990304,1,"1,650.00",FRS STAFF AGENCY,22/01/2015,"1,650.00",Information and Communication Technology,Human Resources
800057387,ADECCO UK LIMITED=============,26990305,1,"1,650.00",FRS STAFF AGENCY,22/01/2015,"1,650.00",Information and Communication Technology,Human Resources
800057588,ADECCO UK LIMITED=============,26990306,1,"1,334.99",FRS STAFF AGENCY,22/01/2015,"1,334.99",Legal & Democratic Services,Human Resources
800057176,ADECCO UK LIMITED=============,26994121,1,624.4,FRS STAFF AGENCY,22/01/2015,624.4,Procurement,Human Resources
800057005,ADECCO UK LIMITED=============,26994139,1,"1,509.55",FRS STAFF AGENCY,22/01/2015,"1,509.55",Technical And Service Support,Human Resources
800056995,ADECCO UK LIMITED=============,27002207,1,"1,835.15",FRS STAFF AGENCY,22/01/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800057177,ADECCO UK LIMITED=============,27002213,1,570.88,FRS STAFF AGENCY,22/01/2015,570.88,Procurement,Human Resources
800057006,ADECCO UK LIMITED=============,27002231,1,"1,380.16",FRS STAFF AGENCY,22/01/2015,"1,380.16",Technical And Service Support,Human Resources
800057007,ADECCO UK LIMITED=============,27008901,1,"1,509.55",FRS STAFF AGENCY,22/01/2015,"1,509.55",Technical And Service Support,Human Resources
800057178,ADECCO UK LIMITED=============,27008912,1,624.4,FRS STAFF AGENCY,22/01/2015,624.4,Procurement,Human Resources
800057424,ADECCO UK LIMITED=============,27008917,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,HR Excluding Secondments,Human Resources
800057201,ADECCO UK LIMITED=============,27012698,1,"1,900.00",FRS STAFF AGENCY,22/01/2015,"1,900.00",Information and Communication Technology,Human Resources
800057202,ADECCO UK LIMITED=============,27012699,1,"1,900.00",FRS STAFF AGENCY,22/01/2015,"1,900.00",Information and Communication Technology,Human Resources
800057008,ADECCO UK LIMITED=============,27015859,1,"2,113.37",FRS STAFF AGENCY,22/01/2015,"2,113.37",Technical And Service Support,Human Resources
800057425,ADECCO UK LIMITED=============,27015873,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,HR Excluding Secondments,Human Resources
800056788,ADECCO UK LIMITED=============,27019661,1,"1,400.64",FRS STAFF AGENCY,22/01/2015,"1,400.64",Legal & Democratic Services,Human Resources
800057009,ADECCO UK LIMITED=============,27022919,1,"1,509.55",FRS STAFF AGENCY,22/01/2015,"1,509.55",Technical And Service Support,Human Resources
800057426,ADECCO UK LIMITED=============,27022929,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,HR Excluding Secondments,Human Resources
800057423,ADECCO UK LIMITED=============,27029367,1,263.76,FRS STAFF AGENCY,22/01/2015,263.76,HR Excluding Secondments,Human Resources
190115C,BRISTOL UNIFORMS LTD==========,282722,1,766.38,CLOTHING,22/01/2015,766.38,Procurement,Clothing
190115C,BRISTOL UNIFORMS LTD==========,282723,1,"4,027.79",CLOTHING,22/01/2015,"4,027.79",Procurement,Clothing
190115C,BRISTOL UNIFORMS LTD==========,282724/571,1,"169,092.52",CLOTHING,22/01/2015,"169,092.52",Procurement,Clothing
190115C,BRISTOL UNIFORMS LTD==========,282725/570,1,"8,758.42",CLOTHING,22/01/2015,"8,758.42",Procurement,Clothing
190115C,VIGILANCE PROPERTIES,2883,1,"3,586.78",PREMISES SECURITY,22/01/2015,"4,625.00",Technical And Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,2883,2,"1,038.22",PREMISES SECURITY,22/01/2015,,Technical And Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3035,1,"7,500.00",PREMISES SECURITY,22/01/2015,"7,500.00",Technical And Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3036,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3037,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3038,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3039,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3040,1,"6,937.50",PREMISES SECURITY,22/01/2015,"6,937.50",Technical and Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3041,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3042,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3043,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3044,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical And Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3045,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical and Service Support,Facilities & Management S
190115C,VIGILANCE PROPERTIES,3046,1,"4,625.00",PREMISES SECURITY,22/01/2015,"4,625.00",Technical And Service Support,Facilities & Management S
160115C,HUNTERS CONTRACTS LIMITED,348366,1,359.1,OFFICE FURNITURE,22/01/2015,359.1,Operations Fire Stations,Furniture
190115C,MCGRATH BROS (WASTE CONTROL) L,350923,1,353.1,REFUSE COLLECTION,22/01/2015,353.1,Technical And Service Support,Environmental Services
190115C,MCGRATH BROS (WASTE CONTROL) L,350924,1,292.5,REFUSE COLLECTION,22/01/2015,292.5,Technical And Service Support,Environmental Services
160115C,LEVEL 3 COMMUNICATIONS UK,37872422/817245,1,"2,102.01",MAINTENANCE & SUPPORT,22/01/2015,"89,352.85",Information and Communication Technology,ICT
160115C,LEVEL 3 COMMUNICATIONS UK,37872422/817245,2,"1,596.33",MAINTENANCE & SUPPORT,22/01/2015,,Information and Communication Technology,ICT
160115C,LEVEL 3 COMMUNICATIONS UK,37872422/817245,3,"26,520.00",MAINTENANCE & SUPPORT,22/01/2015,,Information and Communication Technology,ICT
160115C,LEVEL 3 COMMUNICATIONS UK,37872422/817245,4,"2,262.39",MAINTENANCE & SUPPORT,22/01/2015,,Information and Communication Technology,ICT
160115C,LEVEL 3 COMMUNICATIONS UK,37872422/817245,5,103.75,MAINTENANCE & SUPPORT,22/01/2015,,Information and Communication Technology,ICT
160115C,LEVEL 3 COMMUNICATIONS UK,37872422/817245,6,"56,768.37",MAINTENANCE & SUPPORT,22/01/2015,,Information and Communication Technology,ICT
190115C,CANON (UK) LTD===============,401607431,1,153.92,OFFICE EQUIPMENT,22/01/2015,"9,244.43",Communications,ICT
190115C,CANON (UK) LTD===============,401607431,2,"3,429.82",OFFICE EQUIPMENT,22/01/2015,,Communications,ICT
190115C,CANON (UK) LTD===============,401607431,3,215.79,OFFICE EQUIPMENT,22/01/2015,,Communications,ICT
190115C,CANON (UK) LTD===============,401607431,4,"4,950.85",OFFICE EQUIPMENT,22/01/2015,,Communications,ICT
190115C,CANON (UK) LTD===============,401607431,5,493.91,OFFICE EQUIPMENT,22/01/2015,,Communications,ICT
190115C,CANON (UK) LTD===============,401607431,6,0.14,OFFICE EQUIPMENT,22/01/2015,,Communications,ICT
190115C,TECHNIFORM GRAPHICS LTD=======,404277,1,339.95,FIXTURES & FITTINGS,22/01/2015,339.95,Technical And Service Support,Building Constr Materials
190115C,*HOMEPACK LTD=================,40837,1,154,OPERATIONAL EQUIP-PURCHASE,22/01/2015,251.2,Operations Fire Stations,Building Constr Materials
190115C,*HOMEPACK LTD=================,40837,2,97.2,OPERATIONAL EQUIP-PURCHASE,22/01/2015,,Operations Fire Stations,Building Constr Materials
150115C,FOCUS & VISION TECHNOLOGY LTD,44039,1,365.6,MEDICAL EXPENSES CONTRACT,22/01/2015,365.6,HR Excluding Secondments,Healthcare
150115C,SPORTSAFE UK LTD==============,457708,1,295,GYM EQUIPMENT,22/01/2015,295,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,458823,1,94.34,GYM EQUIPMENT,22/01/2015,596.44,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,458823,2,83.74,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,458823,3,67.5,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,458823,4,195,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,458823,5,53.57,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,458823,6,102.29,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462116,1,64,GYM EQUIPMENT,22/01/2015,478.71,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462116,2,56,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462116,3,65.95,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462116,4,94.34,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462116,5,102.56,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462116,6,24.5,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462116,7,51.44,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462116,8,19.92,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462117,1,125,GYM EQUIPMENT,22/01/2015,424.76,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462117,2,207.76,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462117,3,92,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462119,1,290,GYM EQUIPMENT,22/01/2015,585,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462119,2,295,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,462120,1,265,GYM EQUIPMENT,22/01/2015,265,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,465954,1,56,GYM EQUIPMENT,22/01/2015,346,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,465954,2,290,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,466099,1,290,GYM EQUIPMENT,22/01/2015,585,Technical And Service Support,Sports & Playground Equip
150115C,SPORTSAFE UK LTD==============,466099,2,295,GYM EQUIPMENT,22/01/2015,,Technical And Service Support,Sports & Playground Equip
190115C,R J HOLLAND LTD===============,5013,1,444,STRATEGIC (NON CYCLICAL),22/01/2015,444,Technical and Service Support,"Works - Construction, R&M"
190115C,R J HOLLAND LTD===============,5014,1,490,STRATEGIC (NON CYCLICAL),22/01/2015,490,Technical and Service Support,"Works - Construction, R&M"
190115C,R J HOLLAND LTD===============,5015,1,635,STRATEGIC (NON CYCLICAL),22/01/2015,635,Technical and Service Support,"Works - Construction, R&M"
190115C,R J HOLLAND LTD===============,5016,1,"1,275.00",STRATEGIC (NON CYCLICAL),22/01/2015,"1,275.00",Technical and Service Support,"Works - Construction, R&M"
140923,THAMES WATER UTILITIES LTD====,55520-98535N,1,658.86,WATER & SEWERAGE RATES,22/01/2015,658.86,Technical And Service Support,Utilities
800057558,*GREENHAM TRADING LTD=========,5669344,1,6.84,HYGIENE,22/01/2015,280.74,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,2,13.47,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,3,2.46,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,4,4.96,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,5,4,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,6,0.99,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,7,8.85,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,8,19.76,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,9,11.4,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,10,11.04,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,11,8.08,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,12,14.49,OFFICE FURNITURE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,13,3.81,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,14,3.71,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,15,46.49,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,16,4.99,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,17,2.76,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,18,8,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,19,32.6,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,20,24.8,HYGIENE,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800057558,*GREENHAM TRADING LTD=========,5669344,21,4.98,CATERING EQUIPMENT,22/01/2015,,Operations Fire Stations,Cleaning & Janitorial
