 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
130215C,ARKAS LIMITED=================,26626,2,247,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26626,3,309.42,TACTICAL DAY TO DAY,19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26626,4,205.67,TACTICAL DAY TO DAY,19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26627,1,247,STRATEGIC (CYCLICAL),19/02/2015,955,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26627,2,214,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26627,3,197.5,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26627,4,296.5,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26628,1,386.08,STRATEGIC (CYCLICAL),19/02/2015,"1,046.28",Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26628,2,181,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26628,3,298.2,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26628,4,181,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26629,1,427.99,STRATEGIC (CYCLICAL),19/02/2015,662.75,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26629,2,234.76,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
800058426,ADECCO UK LIMITED=============,26926752,1,"1,101.09",FRS STAFF AGENCY,19/02/2015,"1,101.09",Vehicle & Equipment Programme,Human Resources
800058303,ADECCO UK LIMITED=============,26994125,1,351.68,FRS STAFF AGENCY,19/02/2015,351.68,Operations Non Fire Stations,Human Resources
800058305,ADECCO UK LIMITED=============,27008887,1,439.6,FRS STAFF AGENCY,19/02/2015,439.6,Operations Non Fire Stations,Human Resources
800058307,ADECCO UK LIMITED=============,27022908,1,351.68,FRS STAFF AGENCY,19/02/2015,351.68,Operations Non Fire Stations,Human Resources
800058308,ADECCO UK LIMITED=============,27029347,1,263.76,FRS STAFF AGENCY,19/02/2015,263.76,Operations Non Fire Stations,Human Resources
800058314,ADECCO UK LIMITED=============,27059152,1,303.28,FRS STAFF AGENCY,19/02/2015,303.28,Operational Directorates Support Group,Human Resources
800058316,ADECCO UK LIMITED=============,27059154,1,624.4,FRS STAFF AGENCY,19/02/2015,624.4,Strategy & Performance,Human Resources
800058322,ADECCO UK LIMITED=============,27059157,1,"1,466.42",FRS STAFF AGENCY,19/02/2015,"1,466.42",Legal & Democratic Services,Human Resources
800058323,ADECCO UK LIMITED=============,27059158,1,624.4,FRS STAFF AGENCY,19/02/2015,624.4,Operational Directorates Support Group,Human Resources
800058317,ADECCO UK LIMITED=============,27059159,1,"1,270.34",FRS STAFF AGENCY,19/02/2015,"1,270.34",Corporate Management Secretariat,Human Resources
800058318,ADECCO UK LIMITED=============,27059160,1,"1,471.35",FRS STAFF AGENCY,19/02/2015,"1,471.35",Legal & Democratic Services,Human Resources
800058320,ADECCO UK LIMITED=============,27059162,1,810.18,FRS STAFF AGENCY,19/02/2015,810.18,National Operational Guidance Project,Human Resources
800058321,ADECCO UK LIMITED=============,27059163,1,624.4,FRS STAFF AGENCY,19/02/2015,624.4,Operations Non Fire Stations,Human Resources
800058324,ADECCO UK LIMITED=============,27059164,1,"1,835.15",FRS STAFF AGENCY,19/02/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800058334,ADECCO UK LIMITED=============,27059165,1,"1,509.55",FRS STAFF AGENCY,19/02/2015,"1,509.55",Technical And Service Support,Human Resources
800058336,ADECCO UK LIMITED=============,27059167,1,624.4,FRS STAFF AGENCY,19/02/2015,624.4,Operations Non Fire Stations,Human Resources
800058337,ADECCO UK LIMITED=============,27059168,1,624.4,FRS STAFF AGENCY,19/02/2015,624.4,Technical And Service Support,Human Resources
800058325,ADECCO UK LIMITED=============,27059170,1,"1,927.20",FRS STAFF AGENCY,19/02/2015,"1,927.20",National Operational Guidance Project,Human Resources
800058328,ADECCO UK LIMITED=============,27059171,1,554.75,FRS STAFF AGENCY,19/02/2015,554.75,Strategy & Performance,Human Resources
800058330,ADECCO UK LIMITED=============,27059173,1,439.6,FRS STAFF AGENCY,19/02/2015,439.6,Regulatory Fire Safety,Human Resources
800058331,ADECCO UK LIMITED=============,27059174,1,439.6,FRS STAFF AGENCY,19/02/2015,439.6,Regulatory Fire Safety,Human Resources
800058332,ADECCO UK LIMITED=============,27059175,1,439.6,FRS STAFF AGENCY,19/02/2015,439.6,Regulatory Fire Safety,Human Resources
800058326,ADECCO UK LIMITED=============,27059177,1,443.8,FRS STAFF AGENCY,19/02/2015,443.8,Regulatory Fire Safety,Human Resources
800058339,ADECCO UK LIMITED=============,27059179,1,498.24,FRS STAFF AGENCY,19/02/2015,498.24,Mobilising,Human Resources
800058340,ADECCO UK LIMITED=============,27059180,1,624.4,FRS STAFF AGENCY,19/02/2015,624.4,Procurement,Human Resources
800058341,ADECCO UK LIMITED=============,27059181,1,314,FRS STAFF AGENCY,19/02/2015,314,Community Safety Delivery,Human Resources
800058342,ADECCO UK LIMITED=============,27059182,1,475.5,FRS STAFF AGENCY,19/02/2015,475.5,Technical And Service Support,Human Resources
800058343,ADECCO UK LIMITED=============,27059183,1,624.4,FRS STAFF AGENCY,19/02/2015,624.4,Regulatory Fire Safety,Human Resources
800058344,ADECCO UK LIMITED=============,27059184,1,351.68,FRS STAFF AGENCY,19/02/2015,351.68,HR Excluding Secondments,Human Resources
800058345,ADECCO UK LIMITED=============,27059185,1,251.2,FRS STAFF AGENCY,19/02/2015,251.2,Technical And Service Support,Human Resources
800058405,ADECCO UK LIMITED=============,27065522,1,263.76,FRS STAFF AGENCY,19/02/2015,263.76,HR Excluding Secondments,Human Resources
800058406,ADECCO UK LIMITED=============,27065523,1,498.24,FRS STAFF AGENCY,19/02/2015,498.24,Mobilising,Human Resources
800058407,ADECCO UK LIMITED=============,27065524,1,499.52,FRS STAFF AGENCY,19/02/2015,499.52,Strategy & Performance,Human Resources
800058409,ADECCO UK LIMITED=============,27065526,1,"1,186.08",FRS STAFF AGENCY,19/02/2015,"1,186.08",Legal & Democratic Services,Human Resources
800058386,ADECCO UK LIMITED=============,27065527,1,714.56,FRS STAFF AGENCY,19/02/2015,714.56,Vehicle & Equipment Programme,Human Resources
800058388,ADECCO UK LIMITED=============,27065529,1,"1,270.34",FRS STAFF AGENCY,19/02/2015,"1,270.34",Corporate Management Secretariat,Human Resources
800058414,ADECCO UK LIMITED=============,27065532,1,900.2,FRS STAFF AGENCY,19/02/2015,900.2,National Operational Guidance Project,Human Resources
800058415,ADECCO UK LIMITED=============,27065533,1,624.4,FRS STAFF AGENCY,19/02/2015,624.4,Operations Non Fire Stations,Human Resources
800058416,ADECCO UK LIMITED=============,27065534,1,"1,835.15",FRS STAFF AGENCY,19/02/2015,"1,835.15",Vehicle & Equipment Programme,Human Resources
800058417,ADECCO UK LIMITED=============,27065535,1,"1,509.55",FRS STAFF AGENCY,19/02/2015,"1,509.55",Technical And Service Support,Human Resources
800058410,ADECCO UK LIMITED=============,27065538,1,463.84,FRS STAFF AGENCY,19/02/2015,463.84,Operations Non Fire Stations,Human Resources
800058390,ADECCO UK LIMITED=============,27065541,1,"1,927.20",FRS STAFF AGENCY,19/02/2015,"1,927.20",National Operational Guidance Project,Human Resources
800058391,ADECCO UK LIMITED=============,27065542,1,351.68,FRS STAFF AGENCY,19/02/2015,351.68,Regulatory Fire Safety,Human Resources
800058397,ADECCO UK LIMITED=============,27065548,1,374.64,FRS STAFF AGENCY,19/02/2015,374.64,Operational Directorates Support Group,Human Resources
800058424,ADECCO UK LIMITED=============,27065558,1,535.2,FRS STAFF AGENCY,19/02/2015,535.2,Operational Directorates Support Group,Human Resources
800058285,*BANNER BUSINESS SUPPLIES LTD=,29471960,1,76.1,STATIONERY CONSUMABLES,19/02/2015,266,Technical And Service Support,Stationery
800058285,*BANNER BUSINESS SUPPLIES LTD=,29471960,2,106.4,STATIONERY CONSUMABLES,19/02/2015,,Technical And Service Support,Stationery
800058285,*BANNER BUSINESS SUPPLIES LTD=,29471960,3,83.5,STATIONERY CONSUMABLES,19/02/2015,,Technical And Service Support,Stationery
090215C,PRECISE MEDIA MONITORING LTD==,308364,1,850.09,PRESS OFFICE,19/02/2015,850.09,Communications,Education
160215G,STORM TECHNOLOGIES============,311407,1,"2,837.36",ACQUISITIONS,19/02/2015,"3,153.76",Operational Resilience,ICT
160215G,STORM TECHNOLOGIES============,311407,2,316.4,ACQUISITIONS,19/02/2015,,Operational Resilience,ICT
130215C,EUROLOOS LTD,32939,1,650,OPERATIONAL EQUIP-PURCHASE,19/02/2015,650,Operations Non Fire Stations,Facilities & Management S
120215G,PLANTFORCE====================,34271,1,603,TACTICAL DAY TO DAY,19/02/2015,603,Technical And Service Support,Facilities & Management S
060215C,HUNTERS CONTRACTS LIMITED,348957,1,163.35,OFFICE FURNITURE,19/02/2015,326.7,Operations Fire Stations,Furniture
060215C,HUNTERS CONTRACTS LIMITED,348957,2,163.35,OFFICE FURNITURE,19/02/2015,,Operations Fire Stations,Furniture
060215C,HUNTERS CONTRACTS LIMITED,348958,1,326.7,OFFICE FURNITURE,19/02/2015,653.4,Operations Fire Stations,Furniture
060215C,HUNTERS CONTRACTS LIMITED,348958,2,326.7,OFFICE FURNITURE,19/02/2015,,Operations Fire Stations,Furniture
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,1,299.36,REFUSE COLLECTION,19/02/2015,"17,465.64",Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,2,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,3,225.56,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,4,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,5,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,6,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,7,36.9,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,8,160.76,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,9,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,10,95.2,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,11,29.52,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,12,115.04,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,13,144.56,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,14,299.36,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,15,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,16,347.96,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,17,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,18,268.4,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,19,29.52,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,20,347.96,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,21,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,22,90.02,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,23,90.74,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,24,29.52,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,25,132.1,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,26,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,27,299.36,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,28,218.36,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,29,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,30,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,31,304.54,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,32,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,33,140.2,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,34,164.5,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,35,132.1,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,36,144.56,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,37,115.04,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,38,103.3,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,39,218.36,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,40,269.2,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,41,160.14,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,42,103.3,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,43,95.2,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,44,366.45,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,45,254.4,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,46,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,47,103.3,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,48,90.74,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,49,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,50,299.36,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,51,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,52,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,53,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,54,39.9,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,55,115.04,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,56,29.52,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,57,144.56,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,58,95.2,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,59,304.54,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,60,111.36,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,62,95.2,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,63,284.6,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,64,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,65,304.54,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,66,82.64,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,67,140.2,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,68,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,69,168.24,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,70,95.2,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,71,320.08,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,72,90.74,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
160215G,MCGRATH BROS (WASTE CONTROL) L,354870,73,112.16,REFUSE COLLECTION,19/02/2015,,Technical And Service Support,Environmental Services
